ID: F
Metadata: (strobe,) start of orbit, start of packet, end of packet, valid

      Link              016                    017                    018                    019                    020                    021                    022                    023                    024                    025                    026                    027                    028                    029                    030                    031                    032                    033                    034                    035                    036                    037                    038                    039                    040                    041                    042                    043                    044                    045                    046                    047                    048                    049                    050                    051                    052                    053                    054                    055                    056                    057                    058                    059                    060                    061                    062                    063                    064                    065                    066                    067                    068                    069                    070                    071                    072                    073                    074                    075                    076                    077                    078                    079                    080                    081                    082                    083                    084                    085                    086                    087                    088                    089                    090                    091                    092                    093                    094                    095                    096                    097                    098                    099                    100                    101                    102                    103                    104                    105                    106                    107                    108                    109                    110                    111        
Frame 0809    0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000  0010 0000000000000000
Frame 0810    0101 a000000000000240  0101 a00000000003a44d  0101 a00000000002ab49  0101 a0000000000163f9  0101 a0000000000032cc  0101 a00000000000741e  0101 a000000000000240  0101 a00000000080b35c  0101 a00000000159f81b  0101 a000000002f470fc  0101 a00000000394d307  0101 a0000007ae0e4ffb  0101 a0000013467c7acc  0101 a000001c5d2e1b39  0101 a0000003fff7ffda  0101 a000000000000000  0101 a000000000000001  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000  0101 a000000080008000
Frame 0811    0001 a0204000000000c1  0001 a02040000000d8f0  0001 a020400000009878  0001 a0204000000047db  0001 a020400000001971  0001 a020400000001ad8  0001 a0204000000000c1  0001 a0204000000bf23c  0001 a0204000004bfc5a  0001 a020400000061ae4  0001 a020400000ae9fd3  0001 a020400147654b5a  0001 a02040000256b940  0001 a020400473e4b597  0001 a0204003fff7fc00  0001 a020400000000000  0001 a020400000000001  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003  0001 a020400140020003
Frame 0812    0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000
Frame 0813    0001 a040800000000077  0001 a0408000000050b5  0001 a040800000003e5f  0001 a0408000000026d9  0001 a04080000000022c  0001 a040800000000a0b  0001 a040800000000077  0001 a040800000027f8f  0001 a04080000016e5bb  0001 a0408000002d6bc1  0001 a040800000a13cd8  0001 a040800077e577fb  0001 a0408000cdedf637  0001 a040800a1fde6ca6  0001 a0408003ff67e204  0001 a040800000000000  0001 a040800000000001  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009  0001 a0408002c0050009
Frame 0814    0001 a060c000000000e1  0001 a060c00000011ec6  0001 a060c0000000a2b9  0001 a060c00000006d3f  0001 a060c000000054f9  0001 a060c00000002389  0001 a060c000000000e1  0001 a060c00000114227  0001 a060c00000704c55  0001 a060c00000a00c95  0001 a060c00002c3d883  0001 a060c001e0409c3b  0001 a060c002d13954e1  0001 a060c0371b7aca9b  0001 a060c001fff7f200  0001 a060c00000000000  0001 a060c00000000001  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c  0001 a060c0038006800c
Frame 0815    0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000
Frame 0816    0001 a0810000000000bb  0001 a081000000009cd5  0001 a081000000007ecf  0001 a081000000004dbd  0001 a081000000001436  0001 a08100000000135a  0001 a0810000000000bb  0001 a08100000008bf7e  0001 a0810000002beecd  0001 a0810000006db145  0001 a08100000076ba1c  0001 a0810000a1179359  0001 a08100026ec476fb  0001 a0810002dade17b6  0001 a0810003fff7fc01  0001 a081000000000000  0001 a081000000000001  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012  0001 a081000500098012
Frame 0817    0001 a0a1400000000050  0001 a0a1400000002cd8  0001 a0a140000000217f  0001 a0a1400000000f28  0001 a0a140000000080a  0001 a0a140000000057a  0001 a0a1400000000050  0001 a0a1400000009bfa  0001 a0a14000000d74a5  0001 a0a1400000010d4e  0001 a0a140000027aedc  0001 a0a14000339c11cf  0001 a0a14000004d14f6  0001 a0a1400121aeea12  0001 a0a14003fff69200  0001 a0a1400000000000  0001 a0a1400000000001  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015  0001 a0a14005c00b0015
Frame 0818    0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000  0000 0000000000000000
